Group 125, TypeA,  10.005, 10, 5, UTaU_CB_HV18, 250, UTaU_5CB_S3, 224, UTaU_5CB_M4, 227, UTaU_6CB_S3, 222, UTaU_6CB_M4, 242, UTaU_7CB_M4, 221, UTaU_8CB_S3, 245, UTaU_8CB_M4,   0
Group 162, TypeD,   2.000, 2, 0, UTbV_CT_HV1, 220, UTbV_1CT_S1, 210
Group 163, TypeC,   2.001, 2, 1, UTbV_CT_HV2, 190, UTbV_1CT_M1, 180
Group 164, TypeB,   2.002, 2, 2, UTbV_CT_HV3, 250, UTbV_1CT_S2, 241
Group 165, TypeB,   2.003, 2, 3, UTbV_CT_HV4, 250, UTbV_2CT_M1, 249
Group 166, TypeB,   2.004, 2, 4, UTbV_CT_HV5, 270, UTbV_2CT_S1, 266
Group 167, TypeA,   2.005, 2, 5, UTbV_CT_HV6, 220, UTbV_3CT_M1, 217
Group 168, TypeA,   2.006, 2, 6, UTbV_CT_HV7, 230, UTbV_4CT_M1, 225, UTbV_5CT_M1, 224
Group 169, TypeA,   2.007, 2, 7, UTbV_CT_HV8, 240, UTbV_6CT_M1, 183, UTbV_7CT_M1, 235, UTbV_8CT_M1, 217, UTbV_9CT_M1, 210
Group 170, TypeA,   2.008, 2, 8, UTbV_CT_HV9, 240, UTbV_1CT_M2, 232, UTbV_2CT_M2, 212
Group 171, TypeA,   2.009, 2, 9, UTbV_CT_HV10, 230, UTbV_3CT_S1, 226
Group 172, TypeA,   2.010, 2, 10, UTbV_CT_HV11, 240, UTbV_3CT_M2, 218, UTbV_4CT_M2, 231, UTbV_4CT_S1, 236, UTbV_4CT_S2, 232, UTbV_5CT_S1, 225
Group 173, TypeA,   2.011, 2, 11, UTbV_CT_HV12, 240, UTbV_5CT_M2, 233, UTbV_6CT_M2, 227, UTbV_6CT_S1, 225, UTbV_7CT_S1, 226
Group 174, TypeA,   1.006, 1, 6, UTbV_CT_HV13, 240, UTbV_7CT_M2, 237, UTbV_7CT_S2, 221, UTbV_8CT_M2, 227, UTbV_8CT_S1, 220, UTbV_9CT_M2, 211, UTbV_9CT_S1, 216
Group 175, TypeA,   1.007, 1, 7, UTbV_CT_HV14, 240, UTbV_1CT_M3, 231, UTbV_1CT_S3, 236, UTbV_2CT_S2,   0
Group 176, TypeA,   1.008, 1, 8, UTbV_CT_HV15, 240, UTbV_2CT_M3, 223, UTbV_3CT_M3, 225, UTbV_3CT_S2, 236, UTbV_4CT_M3, 236, UTbV_4CT_S3, 235, UTbV_5CT_S2, 236
Group 177, TypeA,   1.009, 1, 9, UTbV_CT_HV16, 250, UTbV_5CT_M3, 234, UTbV_6CT_M3, 228, UTbV_6CT_S2, 225, UTbV_7CT_M3, 240, UTbV_7CT_S3, 230, UTbV_8CT_M3, 234, UTbV_8CT_S2, 231, UTbV_9CT_M3, 242, UTbV_9CT_S2, 211
Group 178, TypeA,   1.010, 1, 10, UTbV_CT_HV17, 240, UTbV_1CT_M4, 230, UTbV_1CT_S4, 224, UTbV_2CT_M4, 231, UTbV_2CT_S3, 203, UTbV_3CT_M4, 217, UTbV_3CT_S3, 231, UTbV_4CT_M4, 234
Group 179, TypeA,   1.011, 1, 11, UTbV_CT_HV18, 240, UTbV_5CT_M4, 237, UTbV_5CT_S3, 232, UTbV_6CT_M4, 228, UTbV_6CT_S3, 227, UTbV_7CT_M4, 234, UTbV_8CT_M4, 230, UTbV_8CT_S3, 231, UTbV_9CT_M4, 238, UTbV_9CT_S3, 221
Group 180, TypeD,   8.000, 8, 0, UTbV_CB_HV1, 190, UTbV_1CB_S1, 190
Group 181, TypeC,   8.001, 8, 1, UTbV_CB_HV2, 200, UTbV_1CB_M1, 193
Group 182, TypeB,   8.002, 8, 2, UTbV_CB_HV3, 250, UTbV_1CB_S2, 241
Group 183, TypeB,   8.003, 8, 3, UTbV_CB_HV4, 250, UTbV_2CB_M1, 242
Group 184, TypeB,   8.004, 8, 4, UTbV_CB_HV5, 270, UTbV_2CB_S1, 262
Group 185, TypeA,   8.005, 8, 5, UTbV_CB_HV6, 230, UTbV_3CB_M1, 222
Group 186, TypeA,   8.006, 8, 6, UTbV_CB_HV7, 240, UTbV_4CB_M1, 237, UTbV_5CB_M1, 230
Group 187, TypeA,   8.007, 8, 7, UTbV_CB_HV8, 250, UTbV_6CB_M1, 245, UTbV_7CB_M1, 217, UTbV_8CB_M1, 206, UTbV_9CB_M1,   0
Group 188, TypeA,   8.008, 8, 8, UTbV_CB_HV9, 230, UTbV_1CB_M2, 223, UTbV_2CB_M2, 218
Group 189, TypeA,   8.009, 8, 9, UTbV_CB_HV10, 250, UTbV_3CB_S1, 242
Group 190, TypeA,   8.010, 8, 10, UTbV_CB_HV11, 240, UTbV_3CB_M2, 227, UTbV_4CB_S2, 228, UTbV_4CB_S1, 229, UTbV_4CB_M2, 235, UTbV_5CB_S1, 223
Group 191, TypeA,   8.011, 8, 11, UTbV_CB_HV12, 240, UTbV_5CB_M2, 231, UTbV_6CB_S1, 227, UTbV_6CB_M2, 233, UTbV_7CB_S1, 204
Group 192, TypeA,   7.006, 7, 6, UTbV_CB_HV13, 290, UTbV_7CB_S2, 235, UTbV_7CB_M2, 234, UTbV_8CB_S1, 222, UTbV_8CB_M2, 219, UTbV_9CB_S1, 281, UTbV_9CB_M2, 222
Group 193, TypeA,   7.007, 7, 7, UTbV_CB_HV14, 240, UTbV_1CB_S3, 235, UTbV_1CB_M3, 228, UTbV_2CB_S2, 235
Group 194, TypeA,   7.008, 7, 8, UTbV_CB_HV15, 240, UTbV_2CB_M3, 220, UTbV_3CB_S2, 217, UTbV_3CB_M3, 236, UTbV_4CB_S3, 234, UTbV_4CB_M3, 236, UTbV_5CB_S2, 231
Group 195, TypeA,   7.009, 7, 9, UTbV_CB_HV16, 250, UTbV_5CB_M3, 235, UTbV_6CB_S2, 233, UTbV_6CB_M3, 242, UTbV_7CB_S3, 244, UTbV_7CB_M3, 240, UTbV_8CB_S2, 226, UTbV_8CB_M3, 236, UTbV_9CB_S2, 223, UTbV_9CB_M3, 240
Group 196, TypeA,   7.010, 7, 10, UTbV_CB_HV17, 250, UTbV_1CB_S4, 243, UTbV_1CB_M4, 222, UTbV_2CB_S3, 227, UTbV_2CB_M4, 233, UTbV_3CB_S3, 232, UTbV_3CB_M4, 224, UTbV_4CB_M4, 237
Group 197, TypeA,   7.011, 7, 11, UTbV_CB_HV18, 250, UTbV_5CB_S3, 236, UTbV_5CB_M4, 243, UTbV_6CB_S3, 231, UTbV_6CB_M4, 222, UTbV_7CB_M4, 231, UTbV_8CB_S3, 215, UTbV_8CB_M4, 231, UTbV_9CB_S3, 246, UTbV_9CB_M4, 236
Group 234, TypeD,   0.000, 0, 0, UTbX_CT_HV1, 200, UTbX_1CT_S1, 192
Group 235, TypeC,   0.001, 0, 1, UTbX_CT_HV2, 190, UTbX_1CT_M1, 189
Group 236, TypeB,   0.002, 0, 2, UTbX_CT_HV3, 240, UTbX_1CT_S2, 240
Group 237, TypeB,   0.003, 0, 3, UTbX_CT_HV4, 250, UTbX_2CT_M1, 246
Group 238, TypeB,   0.004, 0, 4, UTbX_CT_HV5, 260, UTbX_2CT_S1, 258
Group 239, TypeA,   0.005, 0, 5, UTbX_CT_HV6, 230, UTbX_3CT_M1, 223
Group 240, TypeA,   0.006, 0, 6, UTbX_CT_HV7, 220, UTbX_4CT_M1, 218, UTbX_5CT_M1, 203
Group 241, TypeA,   0.007, 0, 7, UTbX_CT_HV8, 220, UTbX_6CT_M1, 213, UTbX_7CT_M1, 210, UTbX_8CT_M1, 201, UTbX_9CT_M1, 198
Group 242, TypeA,   0.008, 0, 8, UTbX_CT_HV9, 260, UTbX_1CT_M2, 221, UTbX_2CT_M2, 259
Group 243, TypeA,   0.009, 0, 9, UTbX_CT_HV10, 230, UTbX_3CT_S1, 225
Group 244, TypeA,   0.010, 0, 10, UTbX_CT_HV11, 240, UTbX_3CT_M2, 229, UTbX_4CT_M2, 227, UTbX_4CT_S1, 226, UTbX_4CT_S2, 224, UTbX_5CT_S1, 232
Group 245, TypeA,   0.011, 0, 11, UTbX_CT_HV12, 230, UTbX_5CT_M2, 227, UTbX_6CT_M2, 229, UTbX_6CT_S1, 224, UTbX_7CT_S1, 230
Group 246, TypeA,   1.000, 1, 0, UTbX_CT_HV13, 240, UTbX_7CT_M2, 228, UTbX_7CT_S2, 224, UTbX_8CT_M2, 216, UTbX_8CT_S1, 291, UTbX_9CT_M2, 208, UTbX_9CT_S1, 282,    ....Vgroup updated!! , 208.265, 228.422, 290.621
Group 247, TypeA,   1.001, 1, 1, UTbX_CT_HV14, 240, UTbX_1CT_M3, 231, UTbX_1CT_S3, 210, UTbX_2CT_S2, 209
Group 248, TypeA,   1.002, 1, 2, UTbX_CT_HV15, 280, UTbX_2CT_M3, 273, UTbX_3CT_M3, 228, UTbX_3CT_S2, 235, UTbX_4CT_M3, 230, UTbX_4CT_S3, 229, UTbX_5CT_S2, 233
Group 249, TypeA,   1.003, 1, 3, UTbX_CT_HV16, 290, UTbX_5CT_M3, 229, UTbX_6CT_M3, 234, UTbX_6CT_S2, 232, UTbX_7CT_M3, 239, UTbX_7CT_S3, 232, UTbX_8CT_M3, 223, UTbX_8CT_S2, 295, UTbX_9CT_M3, 211, UTbX_9CT_S2, 277,    ....Vgroup updated!! , 211.458, 277.341, 294.71
Group 250, TypeA,   1.004, 1, 4, UTbX_CT_HV17, 250, UTbX_1CT_M4, 229, UTbX_1CT_S4, 230, UTbX_2CT_M4, 312, UTbX_2CT_S3, 216, UTbX_3CT_M4, 231, UTbX_3CT_S3, 227, UTbX_4CT_M4, 222,    ....Vgroup updated!! , 216.306, 230.543, 311.506
Group 251, TypeA,   1.005, 1, 5, UTbX_CT_HV18, 250, UTbX_5CT_M4, 226, UTbX_5CT_S3, 232, UTbX_6CT_M4, 219, UTbX_6CT_S3, 224, UTbX_7CT_M4, 221, UTbX_8CT_M4, 221, UTbX_8CT_S3, 304, UTbX_9CT_M4, 217, UTbX_9CT_S3, 307,    ....Vgroup updated!! , 217.484, 231.755, 307.316
Group 252, TypeD,   6.000, 6, 0, UTbX_CB_HV1, 220, UTbX_1CB_S1, 214
Group 253, TypeC,   6.001, 6, 1, UTbX_CB_HV2, 190, UTbX_1CB_M1, 190
