chip_name,chipID,UTID,layer,stave,side,tb,module,face,asic,hybrid,asic_device,dcb_device,sol40_device,sol40_name,gbtx_device,tell40_device,tell40_link,pcie40_name,flavour,source_id,maraton_alias,maraton_rcm,maraton_channel,lvr_device,lvr_channel,caen_crate,caen_channel,hv_partition,sensor_polarity,chipRID,fstripR,mstripR,lstripR,Rchip,xflip,ym,xm,xc,salt,OLDsalt,OLDchipID,dpChip_mapping_ut,ASIC_index_mut,dpGBTx_mut,GBTx_frames_mut,TELL40_mut,Flavour_mut,TELL4_ link_mut,PCIe40_link_mut,Block_mut,lane,ASIC_mut,ASIC_ID_mut,Tell40_incon
UTaU_1CB_S4.Chip1,497,4456576,1,0,0,0,0,0,1,UTaU_1CB_S4,UTaU_1CB_S4.Chip1,UTa_CB1_DCB5,UTSOL40:utsol40_03/Link05,UTSOL013,UTa_CB1_DCB5.DataGbt_4,uctell40_161_1,3,UCTEL161,4x3,0x3405,MARATON_IP_CB_5_1V2,ucmatn05,CB2/U4,UTa_CB3P2_LVR47_1V2,7,uccaen01,10.004,17,-1,1920,245760,245824,245887,529.192,1,-5.5,-0.5,-0.625,0,0,497,UTaU_1CB_S4.Chip1,1,UTa_CB1_DCB5.DataGbt_4,3/4/2005,uctell40_161_1,4x3,3,15,13,3,1,1,0
UTaU_1CB_S4.Chip2,498,4456704,1,0,0,0,0,0,2,UTaU_1CB_S4,UTaU_1CB_S4.Chip2,UTa_CB1_DCB5,UTSOL40:utsol40_03/Link05,UTSOL013,UTa_CB1_DCB5.DataGbt_4,uctell40_161_1,3,UCTEL161,4x3,0x3405,MARATON_IP_CB_5_1V2,ucmatn05,CB2/U4,UTa_CB3P2_LVR47_1V2,7,uccaen01,10.004,17,-1,1899,243072,243136,243199,527.048,1,-5.5,-0.5,-0.375,0,0,498,UTaU_1CB_S4.Chip2,2,UTa_CB1_DCB5.DataGbt_4,6/7/2008,uctell40_161_1,4x3,3,15,14,3,2,2,0
UTaU_1CB_S4.Chip3,499,4456832,1,0,0,0,0,0,3,UTaU_1CB_S4,UTaU_1CB_S4.Chip3,UTa_CB1_DCB5,UTSOL40:utsol40_03/Link05,UTSOL013,UTa_CB1_DCB5.DataGbt_4,uctell40_161_1,3,UCTEL161,4x3,0x3405,MARATON_IP_CB_5_1V2,ucmatn05,CB2/U4,UTa_CB3P2_LVR47_1V2,7,uccaen01,10.004,17,-1,1880,240640,240704,240767,525.992,1,-5.5,-0.5,-0.125,0,0,499,UTaU_1CB_S4.Chip3,3,UTa_CB1_DCB5.DataGbt_4,9/10/2011,uctell40_161_1,4x3,3,15,15,3,3,3,0
UTaU_1CB_S3.Chip0,500,4457472,1,0,0,0,1,0,0,UTaU_1CB_S3,UTaU_1CB_S3.Chip0,UTa_CB1_DCB5,UTSOL40:utsol40_03/Link05,UTSOL013,UTa_CB1_DCB5.DataGbt_6,uctell40_161_1,1,UCTEL161,4x3,0x3405,MARATON_IP_CB_6_1V2,ucmatn04,CB1/U6,UTa_CB4P12_LVR49_1V2,3,uccaen01,10.001,14,-1,1046,133888,133952,134015,344.876,1,-3.5,-0.5,-0.875,1,1,500,UTaU_1CB_S3.Chip0,0,UTa_CB1_DCB5.DataGbt_6,0-1-2,uctell40_161_1,4x3,1,13,4,1,0,0,0
UTaU_1CB_S3.Chip1,501,4457600,1,0,0,0,1,0,1,UTaU_1CB_S3,UTaU_1CB_S3.Chip1,UTa_CB1_DCB5,UTSOL40:utsol40_03/Link05,UTSOL013,UTa_CB1_DCB5.DataGbt_6,uctell40_161_1,1,UCTEL161,4x3,0x3405,MARATON_IP_CB_6_1V2,ucmatn04,CB1/U6,UTa_CB4P12_LVR49_1V2,3,uccaen01,10.001,14,-1,1018,130304,130368,130431,339.889,1,-3.5,-0.5,-0.625,1,1,501,UTaU_1CB_S3.Chip1,1,UTa_CB1_DCB5.DataGbt_6,3/4/2005,uctell40_161_1,4x3,1,13,5,1,1,1,0
UTaU_1CB_S3.Chip2,502,4457728,1,0,0,0,1,0,2,UTaU_1CB_S3,UTaU_1CB_S3.Chip2,UTa_CB1_DCB5,UTSOL40:utsol40_03/Link05,UTSOL013,UTa_CB1_DCB5.DataGbt_6,uctell40_161_1,1,UCTEL161,4x3,0x3405,MARATON_IP_CB_6_1V2,ucmatn04,CB1/U6,UTa_CB4P12_LVR49_1V2,3,uccaen01,10.001,14,-1,994,127232,127296,127359,336.542,1,-3.5,-0.5,-0.375,1,1,502,UTaU_1CB_S3.Chip2,2,UTa_CB1_DCB5.DataGbt_6,6/7/2008,uctell40_161_1,4x3,1,13,6,1,2,2,0
UTaU_1CB_S3.Chip3,503,4457856,1,0,0,0,1,0,3,UTaU_1CB_S3,UTaU_1CB_S3.Chip3,UTa_CB1_DCB5,UTSOL40:utsol40_03/Link05,UTSOL013,UTa_CB1_DCB5.DataGbt_6,uctell40_161_1,1,UCTEL161,4x3,0x3405,MARATON_IP_CB_6_1V2,ucmatn04,CB1/U6,UTa_CB4P12_LVR49_1V2,3,uccaen01,10.001,14,-1,976,124928,124992,125055,334.886,1,-3.5,-0.5,-0.125,1,1,503,UTaU_1CB_S3.Chip3,3,UTa_CB1_DCB5.DataGbt_6,9/10/2011,uctell40_161_1,4x3,1,13,7,1,3,3,0
UTaU_1CB_S2W.Chip0,504,4458496,1,0,0,0,2,0,0,UTaU_1CB_S2W,UTaU_1CB_S2W.Chip0,UTa_CB1_DCB3,UTSOL40:utsol40_03/Link03,UTSOL013,UTa_CB1_DCB3.DataGbt_2,uctell40_171_0,4,UCTEL171,2x4,0x3004,MARATON_IP_CB_8_1V2,ucmatn04,CB1/U10,UTa_CB4P4_LVR53_1V2,1,uccaen01,09.002,3,1,474,60672,60736,60799,168.88,1,-1.5,-0.5,-0.9375,1,1,508,UTaU_1CB_S2W.Chip0,0,UTa_CB1_DCB3.DataGbt_2,3-4-5-6,uctell40_171_0,2x4,4,4,8,4,0,0,0
UTaU_1CB_S2W.Chip1,505,4458624,1,0,0,0,2,0,1,UTaU_1CB_S2W,UTaU_1CB_S2W.Chip1,UTa_CB1_DCB3,UTSOL40:utsol40_03/Link03,UTSOL013,UTa_CB1_DCB3.DataGbt_2,uctell40_171_0,4,UCTEL171,2x4,0x3004,MARATON_IP_CB_8_1V2,ucmatn04,CB1/U10,UTa_CB4P4_LVR53_1V2,1,uccaen01,09.002,3,1,442,56576,56640,56703,162.885,1,-1.5,-0.5,-0.8125,1,1,509,UTaU_1CB_S2W.Chip1,1,UTa_CB1_DCB3.DataGbt_2,8-9-10-11,uctell40_171_0,2x4,4,4,9,4,1,1,0
UTaU_1CB_S2W.Chip2,506,4458752,1,0,0,0,2,0,2,UTaU_1CB_S2W,UTaU_1CB_S2W.Chip2,UTa_CB1_DCB3,UTSOL40:utsol40_03/Link03,UTSOL013,UTa_CB1_DCB3.DataGbt_3,uctell40_171_1,0,UCTEL171,2x4,0x3404,MARATON_IP_CB_8_1V2,ucmatn04,CB1/U10,UTa_CB4P4_LVR53_1V2,1,uccaen01,09.002,3,1,422,54016,54080,54143,157.572,1,-1.5,-0.5,-0.6875,1,1,510,UTaU_1CB_S2W.Chip2,2,UTa_CB1_DCB3.DataGbt_3,3-4-5-6,uctell40_171_1,2x4,0,5,0,0,0,2,0
UTaU_1CB_S2W.Chip3,507,4458880,1,0,0,0,2,0,3,UTaU_1CB_S2W,UTaU_1CB_S2W.Chip3,UTa_CB1_DCB3,UTSOL40:utsol40_03/Link03,UTSOL013,UTa_CB1_DCB3.DataGbt_3,uctell40_171_1,0,UCTEL171,2x4,0x3404,MARATON_IP_CB_8_1V2,ucmatn04,CB1/U10,UTa_CB4P4_LVR53_1V2,1,uccaen01,09.002,3,1,398,50944,51008,51071,153.012,1,-1.5,-0.5,-0.5625,1,1,511,UTaU_1CB_S2W.Chip3,3,UTa_CB1_DCB3.DataGbt_3,8-9-10-11,uctell40_171_1,2x4,0,5,1,0,1,3,0
UTaU_1CB_S2E.Chip0,508,4459008,1,0,0,0,2,0,0,UTaU_1CB_S2E,UTaU_1CB_S2E.Chip0,UTa_CB1_DCB4,UTSOL40:utsol40_03/Link04,UTSOL013,UTa_CB1_DCB4.DataGbt_2,uctell40_171_1,1,UCTEL171,2x4,0x3404,MARATON_IP_CB_8_1V2,ucmatn04,CB1/U10,UTa_CB4P4_LVR53_1V2,2,uccaen01,09.002,3,1,374,47872,47936,47999,149.253,1,-1.5,-0.5,-0.4375,1,1,504,UTaU_1CB_S2E.Chip0,4,UTa_CB1_DCB4.DataGbt_2,3-4-5-6,uctell40_171_1,2x4,1,6,2,1,0,4,0
UTaU_1CB_S2E.Chip1,509,4459136,1,0,0,0,2,0,1,UTaU_1CB_S2E,UTaU_1CB_S2E.Chip1,UTa_CB1_DCB4,UTSOL40:utsol40_03/Link04,UTSOL013,UTa_CB1_DCB4.DataGbt_2,uctell40_171_1,1,UCTEL171,2x4,0x3404,MARATON_IP_CB_8_1V2,ucmatn04,CB1/U10,UTa_CB4P4_LVR53_1V2,2,uccaen01,09.002,3,1,356,45568,45632,45695,146.407,1,-1.5,-0.5,-0.3125,1,1,505,UTaU_1CB_S2E.Chip1,5,UTa_CB1_DCB4.DataGbt_2,8-9-10-11,uctell40_171_1,2x4,1,6,3,1,1,5,0
UTaU_1CB_S2E.Chip2,510,4459264,1,0,0,0,2,0,2,UTaU_1CB_S2E,UTaU_1CB_S2E.Chip2,UTa_CB1_DCB4,UTSOL40:utsol40_03/Link04,UTSOL013,UTa_CB1_DCB4.DataGbt_3,uctell40_171_1,2,UCTEL171,2x4,0x3404,MARATON_IP_CB_8_1V2,ucmatn04,CB1/U10,UTa_CB4P4_LVR53_1V2,2,uccaen01,09.002,3,1,332,42496,42560,42623,144.499,1,-1.5,-0.5,-0.1875,1,1,506,UTaU_1CB_S2E.Chip2,6,UTa_CB1_DCB4.DataGbt_3,3-4-5-6,uctell40_171_1,2x4,2,7,4,2,0,6,0
UTaU_1CB_S2E.Chip3,511,4459392,1,0,0,0,2,0,3,UTaU_1CB_S2E,UTaU_1CB_S2E.Chip3,UTa_CB1_DCB4,UTSOL40:utsol40_03/Link04,UTSOL013,UTa_CB1_DCB4.DataGbt_3,uctell40_171_1,2,UCTEL171,2x4,0x3404,MARATON_IP_CB_8_1V2,ucmatn04,CB1/U10,UTa_CB4P4_LVR53_1V2,2,uccaen01,09.002,3,1,312,39936,40000,40063,143.565,1,-1.5,-0.5,-0.0625,1,1,507,UTaU_1CB_S2E.Chip3,7,UTa_CB1_DCB4.DataGbt_3,8-9-10-11,uctell40_171_1,2x4,2,7,5,2,1,7,0
UTaU_1CB_S1W.Chip0,512,4459520,1,0,0,0,3,0,0,UTaU_1CB_S1W,UTaU_1CB_S1W.Chip0,UTa_CB1_DCB4,UTSOL40:utsol40_03/Link04,UTSOL013,UTa_CB1_DCB4.DataGbt_6,uctell40_182_0,0,UCTEL182,2x5,0x3002,MARATON_IP_CB_8_1V2,ucmatn04,CB1/U10,UTa_CB4P3_LVR54_1V2,1,uccaen01,09.000,1,1,201,25728,25792,25855,92.2757,1,-0.25,-0.5,-0.9375,1,1,516,UTaU_1CB_S1W.Chip0,0,UTa_CB1_DCB4.DataGbt_6,2-3-4-5-6,uctell40_182_0,2x5,0,0,0,0,0,0,0
UTaU_1CB_S1W.Chip1,513,4459648,1,0,0,0,3,0,1,UTaU_1CB_S1W,UTaU_1CB_S1W.Chip1,UTa_CB1_DCB4,UTSOL40:utsol40_03/Link04,UTSOL013,UTa_CB1_DCB4.DataGbt_6,uctell40_182_0,0,UCTEL182,2x5,0x3002,MARATON_IP_CB_8_1V2,ucmatn04,CB1/U10,UTa_CB4P3_LVR54_1V2,1,uccaen01,09.000,1,1,153,19584,19648,19711,80.7785,1,-0.25,-0.5,-0.8125,1,1,517,UTaU_1CB_S1W.Chip1,1,UTa_CB1_DCB4.DataGbt_6,7-8-9-10-11,uctell40_182_0,2x5,0,0,1,0,1,1,0
UTaU_1CB_S1W.Chip2,514,4459776,1,0,0,0,3,0,2,UTaU_1CB_S1W,UTaU_1CB_S1W.Chip2,UTa_CB1_DCB4,UTSOL40:utsol40_03/Link04,UTSOL013,UTa_CB1_DCB4.DataGbt_1,uctell40_182_0,1,UCTEL182,2x5,0x3002,MARATON_IP_CB_8_1V2,ucmatn04,CB1/U10,UTa_CB4P3_LVR54_1V2,1,uccaen01,09.000,1,1,89,11392,11456,11519,69.4416,1,-0.25,-0.5,-0.6875,1,1,518,UTaU_1CB_S1W.Chip2,2,UTa_CB1_DCB4.DataGbt_1,2-3-4-5-6,uctell40_182_0,2x5,1,1,2,1,0,2,0
UTaU_1CB_S1W.Chip3,515,4459904,1,0,0,0,3,0,3,UTaU_1CB_S1W,UTaU_1CB_S1W.Chip3,UTa_CB1_DCB4,UTSOL40:utsol40_03/Link04,UTSOL013,UTa_CB1_DCB4.DataGbt_1,uctell40_182_0,1,UCTEL182,2x5,0x3002,MARATON_IP_CB_8_1V2,ucmatn04,CB1/U10,UTa_CB4P3_LVR54_1V2,1,uccaen01,09.000,1,1,74,9472,9536,9599,58.3592,1,-0.25,-0.5,-0.5625,1,1,519,UTaU_1CB_S1W.Chip3,3,UTa_CB1_DCB4.DataGbt_1,7-8-9-10-11,uctell40_182_0,2x5,1,1,3,1,1,3,0
UTaU_1CB_S1E.Chip0,516,4460032,1,0,0,0,3,0,0,UTaU_1CB_S1E,UTaU_1CB_S1E.Chip0,UTa_CB1_DCB3,UTSOL40:utsol40_03/Link03,UTSOL013,UTa_CB1_DCB3.DataGbt_6,uctell40_182_0,2,UCTEL182,2x5,0x3002,MARATON_IP_CB_8_1V2,ucmatn04,CB1/U10,UTa_CB4P3_LVR54_1V2,2,uccaen01,09.000,1,1,58,7424,7488,7551,47.6438,1,-0.25,-0.5,-0.4375,1,1,512,UTaU_1CB_S1E.Chip0,4,UTa_CB1_DCB3.DataGbt_6,2-3-4-5-6,uctell40_182_0,2x5,2,2,4,2,0,4,0
UTaU_1CB_S1E.Chip1,517,4460160,1,0,0,0,3,0,1,UTaU_1CB_S1E,UTaU_1CB_S1E.Chip1,UTa_CB1_DCB3,UTSOL40:utsol40_03/Link03,UTSOL013,UTa_CB1_DCB3.DataGbt_6,uctell40_182_0,2,UCTEL182,2x5,0x3002,MARATON_IP_CB_8_1V2,ucmatn04,CB1/U10,UTa_CB4P3_LVR54_1V2,2,uccaen01,09.000,1,1,42,5376,5440,5503,37.8105,1,-0.25,-0.5,-0.3125,1,1,513,UTaU_1CB_S1E.Chip1,5,UTa_CB1_DCB3.DataGbt_6,7-8-9-10-11,uctell40_182_0,2x5,2,2,5,2,1,5,0
UTaU_1CB_S1E.Chip2,518,4460288,1,0,0,0,3,0,2,UTaU_1CB_S1E,UTaU_1CB_S1E.Chip2,UTa_CB1_DCB3,UTSOL40:utsol40_03/Link03,UTSOL013,UTa_CB1_DCB3.DataGbt_1,uctell40_182_0,3,UCTEL182,2x5,0x3002,MARATON_IP_CB_8_1V2,ucmatn04,CB1/U10,UTa_CB4P3_LVR54_1V2,2,uccaen01,09.000,1,1,26,3328,3392,3455,29.616,1,-0.25,-0.5,-0.1875,1,1,514,UTaU_1CB_S1E.Chip2,6,UTa_CB1_DCB3.DataGbt_1,2-3-4-5-6,uctell40_182_0,2x5,3,3,6,3,0,6,0
UTaU_1CB_S1E.Chip3,519,4460416,1,0,0,0,3,0,3,UTaU_1CB_S1E,UTaU_1CB_S1E.Chip3,UTa_CB1_DCB3,UTSOL40:utsol40_03/Link03,UTSOL013,UTa_CB1_DCB3.DataGbt_1,uctell40_182_0,3,UCTEL182,2x5,0x3002,MARATON_IP_CB_8_1V2,ucmatn04,CB1/U10,UTa_CB4P3_LVR54_1V2,2,uccaen01,09.000,1,1,8,1024,1088,1151,24.7287,1,-0.25,-0.5,-0.0625,1,1,515,UTaU_1CB_S1E.Chip3,7,UTa_CB1_DCB3.DataGbt_1,7-8-9-10-11,uctell40_182_0,2x5,3,3,7,3,1,7,0
UTaU_1CT_M1W.Chip0,520,4460544,1,0,0,1,4,0,0,UTaU_1CT_M1W,UTaU_1CT_M1W.Chip0,UTa_CT1_DCB0,UTSOL40:utsol40_03/Link36,UTSOL013,UTa_CT1_DCB0.DataGbt_4,uctell40_163_0,0,UCTEL163,2x4,0x3011,MARATON_IP_CT_8_1V2,ucmatn02,CT2/U11,UTa_CT4P3_LVR54_1V2,5,uccaen01,03.001,2,1,98,12544,12608,12671,71.9714,-1,0.75,-0.5,-0.0625,1,1,524,UTaU_1CT_M1W.Chip0,0,UTa_CT1_DCB0.DataGbt_4,3-4-5-6,uctell40_163_0,2x4,0,0,0,0,0,0,0
UTaU_1CT_M1W.Chip1,521,4460672,1,0,0,1,4,0,1,UTaU_1CT_M1W,UTaU_1CT_M1W.Chip1,UTa_CT1_DCB0,UTSOL40:utsol40_03/Link36,UTSOL013,UTa_CT1_DCB0.DataGbt_4,uctell40_163_0,0,UCTEL163,2x4,0x3011,MARATON_IP_CT_8_1V2,ucmatn02,CT2/U11,UTa_CT4P3_LVR54_1V2,5,uccaen01,03.001,2,1,116,14848,14912,14975,73.8124,-1,0.75,-0.5,-0.1875,1,1,525,UTaU_1CT_M1W.Chip1,1,UTa_CT1_DCB0.DataGbt_4,8-9-10-11,uctell40_163_0,2x4,0,0,1,0,1,1,0
UTaU_1CT_M1W.Chip2,522,4460800,1,0,0,1,4,0,2,UTaU_1CT_M1W,UTaU_1CT_M1W.Chip2,UTa_CT1_DCB0,UTSOL40:utsol40_03/Link36,UTSOL013,UTa_CT1_DCB0.DataGbt_5,uctell40_163_0,1,UCTEL163,2x4,0x3011,MARATON_IP_CT_8_1V2,ucmatn02,CT2/U11,UTa_CT4P3_LVR54_1V2,5,uccaen01,03.001,2,1,134,17152,17216,17279,77.4773,-1,0.75,-0.5,-0.3125,1,1,526,UTaU_1CT_M1W.Chip2,2,UTa_CT1_DCB0.DataGbt_5,3-4-5-6,uctell40_163_0,2x4,1,1,2,1,0,2,0
UTaU_1CT_M1W.Chip3,523,4460928,1,0,0,1,4,0,3,UTaU_1CT_M1W,UTaU_1CT_M1W.Chip3,UTa_CT1_DCB0,UTSOL40:utsol40_03/Link36,UTSOL013,UTa_CT1_DCB0.DataGbt_5,uctell40_163_0,1,UCTEL163,2x4,0x3011,MARATON_IP_CT_8_1V2,ucmatn02,CT2/U11,UTa_CT4P3_LVR54_1V2,5,uccaen01,03.001,2,1,166,21248,21312,21375,82.7253,-1,0.75,-0.5,-0.4375,1,1,527,UTaU_1CT_M1W.Chip3,3,UTa_CT1_DCB0.DataGbt_5,8-9-10-11,uctell40_163_0,2x4,1,1,3,1,1,3,0
UTaU_1CT_M1E.Chip0,524,4461056,1,0,0,1,4,0,0,UTaU_1CT_M1E,UTaU_1CT_M1E.Chip0,UTa_CT1_DCB2,UTSOL40:utsol40_03/Link38,UTSOL013,UTa_CT1_DCB2.DataGbt_4,uctell40_163_0,2,UCTEL163,2x4,0x3011,MARATON_IP_CT_8_1V2,ucmatn02,CT2/U11,UTa_CT4P3_LVR54_1V2,6,uccaen01,03.001,2,1,184,23552,23616,23679,89.3251,-1,0.75,-0.5,-0.5625,1,1,520,UTaU_1CT_M1E.Chip0,4,UTa_CT1_DCB2.DataGbt_4,3-4-5-6,uctell40_163_0,2x4,2,2,4,2,0,4,0
UTaU_1CT_M1E.Chip1,525,4461184,1,0,0,1,4,0,1,UTaU_1CT_M1E,UTaU_1CT_M1E.Chip1,UTa_CT1_DCB2,UTSOL40:utsol40_03/Link38,UTSOL013,UTa_CT1_DCB2.DataGbt_4,uctell40_163_0,2,UCTEL163,2x4,0x3011,MARATON_IP_CT_8_1V2,ucmatn02,CT2/U11,UTa_CT4P3_LVR54_1V2,6,uccaen01,03.001,2,1,216,27648,27712,27775,96.9261,-1,0.75,-0.5,-0.6875,1,1,521,UTaU_1CT_M1E.Chip1,5,UTa_CT1_DCB2.DataGbt_4,8-9-10-11,uctell40_163_0,2x4,2,2,5,2,1,5,0
UTaU_1CT_M1E.Chip2,526,4461312,1,0,0,1,4,0,2,UTaU_1CT_M1E,UTaU_1CT_M1E.Chip2,UTa_CT1_DCB2,UTSOL40:utsol40_03/Link38,UTSOL013,UTa_CT1_DCB2.DataGbt_5,uctell40_163_0,3,UCTEL163,2x4,0x3011,MARATON_IP_CT_8_1V2,ucmatn02,CT2/U11,UTa_CT4P3_LVR54_1V2,6,uccaen01,03.001,2,1,232,29696,29760,29823,105.342,-1,0.75,-0.5,-0.8125,1,1,522,UTaU_1CT_M1E.Chip2,6,UTa_CT1_DCB2.DataGbt_5,3-4-5-6,uctell40_163_0,2x4,3,3,6,3,0,6,0
UTaU_1CT_M1E.Chip3,527,4461440,1,0,0,1,4,0,3,UTaU_1CT_M1E,UTaU_1CT_M1E.Chip3,UTa_CT1_DCB2,UTSOL40:utsol40_03/Link38,UTSOL013,UTa_CT1_DCB2.DataGbt_5,uctell40_163_0,3,UCTEL163,2x4,0x3011,MARATON_IP_CT_8_1V2,ucmatn02,CT2/U11,UTa_CT4P3_LVR54_1V2,6,uccaen01,03.001,2,1,260,33280,33344,33407,114.394,-1,0.75,-0.5,-0.9375,1,1,523,UTaU_1CT_M1E.Chip3,7,UTa_CT1_DCB2.DataGbt_5,8-9-10-11,uctell40_163_0,2x4,3,3,7,3,1,7,0
UTaU_1CT_M2.Chip0,528,4461568,1,0,0,1,5,0,0,UTaU_1CT_M2,UTaU_1CT_M2.Chip0,UTa_CT1_DCB1,UTSOL40:utsol40_03/Link37,UTSOL013,UTa_CT1_DCB1.DataGbt_1,uctell40_153_1,0,UCTEL153,4x3,0x3412,MARATON_IP_CT_7_1V2,ucmatn03,CT3/U0,UTa_CT4P10_LVR51_1V2,4,uccaen01,03.008,9,-1,674,86272,86336,86399,239.358,-1,2.5,-0.5,-0.125,1,1,528,UTaU_1CT_M2.Chip0,4,UTa_CT1_DCB1.DataGbt_1,0-1-2,uctell40_153_1,4x3,0,12,0,0,0,0,0
UTaU_1CT_M2.Chip1,529,4461696,1,0,0,1,5,0,1,UTaU_1CT_M2,UTaU_1CT_M2.Chip1,UTa_CT1_DCB1,UTSOL40:utsol40_03/Link37,UTSOL013,UTa_CT1_DCB1.DataGbt_1,uctell40_153_1,0,UCTEL153,4x3,0x3412,MARATON_IP_CT_7_1V2,ucmatn03,CT3/U0,UTa_CT4P10_LVR51_1V2,4,uccaen01,03.008,9,-1,692,88576,88640,88703,241.669,-1,2.5,-0.5,-0.375,1,1,529,UTaU_1CT_M2.Chip1,5,UTa_CT1_DCB1.DataGbt_1,3/4/2005,uctell40_153_1,4x3,0,12,1,0,1,1,0
UTaU_1CT_M2.Chip2,530,4461824,1,0,0,1,5,0,2,UTaU_1CT_M2,UTaU_1CT_M2.Chip2,UTa_CT1_DCB1,UTSOL40:utsol40_03/Link37,UTSOL013,UTa_CT1_DCB1.DataGbt_1,uctell40_153_1,0,UCTEL153,4x3,0x3412,MARATON_IP_CT_7_1V2,ucmatn03,CT3/U0,UTa_CT4P10_LVR51_1V2,4,uccaen01,03.008,9,-1,712,91136,91200,91263,246.307,-1,2.5,-0.5,-0.625,1,1,530,UTaU_1CT_M2.Chip2,6,UTa_CT1_DCB1.DataGbt_1,6/7/2008,uctell40_153_1,4x3,0,12,2,0,2,2,0
UTaU_1CT_M2.Chip3,531,4461952,1,0,0,1,5,0,3,UTaU_1CT_M2,UTaU_1CT_M2.Chip3,UTa_CT1_DCB1,UTSOL40:utsol40_03/Link37,UTSOL013,UTa_CT1_DCB1.DataGbt_1,uctell40_153_1,0,UCTEL153,4x3,0x3412,MARATON_IP_CT_7_1V2,ucmatn03,CT3/U0,UTa_CT4P10_LVR51_1V2,4,uccaen01,03.008,9,-1,746,95488,95552,95615,253.143,-1,2.5,-0.5,-0.875,1,1,531,UTaU_1CT_M2.Chip3,7,UTa_CT1_DCB1.DataGbt_1,9/10/2011,uctell40_153_1,4x3,0,12,3,0,3,3,0
UTaU_1CT_M3.Chip0,532,4462592,1,0,0,1,6,0,0,UTaU_1CT_M3,UTaU_1CT_M3.Chip0,UTa_CT1_DCB1,UTSOL40:utsol40_03/Link37,UTSOL013,UTa_CT1_DCB1.DataGbt_2,uctell40_153_1,2,UCTEL153,4x3,0x3412,MARATON_IP_CT_6_1V2,ucmatn03,CT3/U2,UTa_CT4P12_LVR49_1V2,1,uccaen01,04.001,14,-1,1364,174592,174656,174719,430.398,-1,4.5,-0.5,-0.125,0,0,532,UTaU_1CT_M3.Chip0,0,UTa_CT1_DCB1.DataGbt_2,0-1-2,uctell40_153_1,4x3,2,14,8,2,0,0,0
UTaU_1CT_M3.Chip1,533,4462720,1,0,0,1,6,0,1,UTaU_1CT_M3,UTaU_1CT_M3.Chip1,UTa_CT1_DCB1,UTSOL40:utsol40_03/Link37,UTSOL013,UTa_CT1_DCB1.DataGbt_2,uctell40_153_1,2,UCTEL153,4x3,0x3412,MARATON_IP_CT_6_1V2,ucmatn03,CT3/U2,UTa_CT4P12_LVR49_1V2,1,uccaen01,04.001,14,-1,1388,177664,177728,177791,431.688,-1,4.5,-0.5,-0.375,0,0,533,UTaU_1CT_M3.Chip1,1,UTa_CT1_DCB1.DataGbt_2,3/4/2005,uctell40_153_1,4x3,2,14,9,2,1,1,0
UTaU_1CT_M3.Chip2,534,4462848,1,0,0,1,6,0,2,UTaU_1CT_M3,UTaU_1CT_M3.Chip2,UTa_CT1_DCB1,UTSOL40:utsol40_03/Link37,UTSOL013,UTa_CT1_DCB1.DataGbt_2,uctell40_153_1,2,UCTEL153,4x3,0x3412,MARATON_IP_CT_6_1V2,ucmatn03,CT3/U2,UTa_CT4P12_LVR49_1V2,1,uccaen01,04.001,14,-1,1416,181248,181312,181375,434.303,-1,4.5,-0.5,-0.625,0,0,534,UTaU_1CT_M3.Chip2,2,UTa_CT1_DCB1.DataGbt_2,6/7/2008,uctell40_153_1,4x3,2,14,10,2,2,2,0
UTaU_1CT_M3.Chip3,535,4462976,1,0,0,1,6,0,3,UTaU_1CT_M3,UTaU_1CT_M3.Chip3,UTa_CT1_DCB1,UTSOL40:utsol40_03/Link37,UTSOL013,UTa_CT1_DCB1.DataGbt_2,uctell40_153_1,2,UCTEL153,4x3,0x3412,MARATON_IP_CT_6_1V2,ucmatn03,CT3/U2,UTa_CT4P12_LVR49_1V2,1,uccaen01,04.001,14,-1,1442,184576,184640,184703,438.218,-1,4.5,-0.5,-0.875,0,0,535,UTaU_1CT_M3.Chip3,3,UTa_CT1_DCB1.DataGbt_2,9/10/2011,uctell40_153_1,4x3,2,14,11,2,3,3,0
UTaU_1CT_M4.Chip0,536,4463616,1,0,0,1,7,0,0,UTaU_1CT_M4,UTaU_1CT_M4.Chip0,UTa_CT1_DCB1,UTSOL40:utsol40_03/Link37,UTSOL013,UTa_CT1_DCB1.DataGbt_3,uctell40_153_1,4,UCTEL153,4x3,0x3412,MARATON_IP_CT_5_1V2,ucmatn01,CT1/U5,UTa_CT3P2_LVR47_1V2,1,uccaen01,04.004,17,-1,2470,316160,316224,316287,621.536,-1,6.5,-0.5,-0.125,0,0,536,UTaU_1CT_M4.Chip0,0,UTa_CT1_DCB1.DataGbt_3,0-1-2,uctell40_153_1,4x3,4,16,16,4,0,0,0
