chip_name,chipID,UTID,layer,stave,side,tb,module,face,asic,hybrid,asic_device,dcb_device,sol40_device,sol40_name,gbtx_device,tell40_device,tell40_link,pcie40_name,flavour,source_id,maraton_alias,maraton_rcm,maraton_channel,lvr_device,lvr_channel,caen_crate,caen_channel,hv_partition,sensor_polarity,chipRID,fstripR,mstripR,lstripR,Rchip,xflip,ym,xm,xc,salt,OLDsalt,OLDchipID,dpChip_mapping_ut,ASIC_index_mut,dpGBTx_mut,GBTx_frames_mut,TELL40_mut,Flavour_mut,TELL4_ link_mut,PCIe40_link_mut,Block_mut,lane,ASIC_mut,ASIC_ID_mut,Tell40_incon
UTaX_1CB_S4.Chip0,0,4194304,0,0,0,0,0,0,0,UTaX_1CB_S4,UTaX_1CB_S4.Chip0,UTa_CB1_DCB1,UTSOL40:utsol40_03/Link01,UTSOL013,UTa_CB1_DCB1.DataGbt_4,uctell40_161_0,3,UCTEL161,4x3,0x3005,MARATON_IP_CB_1_1V2,ucmatn05,CB2/U5,UTa_CB3P4_LVR37_1V2,7,uccaen01,10.01,17,-1,1944,248832,248896,248959,532.355,1,-5.5,-0.5,-0.875,0,0,0,UTaX_1CB_S4.Chip0,0,UTa_CB1_DCB1.DataGbt_4,0-1-2,uctell40_161_0,4x3,3,3,12,3,0,0,0
UTaX_1CB_S4.Chip1,1,4194432,0,0,0,0,0,0,1,UTaX_1CB_S4,UTaX_1CB_S4.Chip1,UTa_CB1_DCB1,UTSOL40:utsol40_03/Link01,UTSOL013,UTa_CB1_DCB1.DataGbt_4,uctell40_161_0,3,UCTEL161,4x3,0x3005,MARATON_IP_CB_1_1V2,ucmatn05,CB2/U5,UTa_CB3P4_LVR37_1V2,7,uccaen01,10.01,17,-1,1914,244992,245056,245119,529.145,1,-5.5,-0.5,-0.625,0,0,1,UTaX_1CB_S4.Chip1,1,UTa_CB1_DCB1.DataGbt_4,3/4/2005,uctell40_161_0,4x3,3,3,13,3,1,1,0
UTaX_1CB_S4.Chip2,2,4194560,0,0,0,0,0,0,2,UTaX_1CB_S4,UTaX_1CB_S4.Chip2,UTa_CB1_DCB1,UTSOL40:utsol40_03/Link01,UTSOL013,UTa_CB1_DCB1.DataGbt_4,uctell40_161_0,3,UCTEL161,4x3,0x3005,MARATON_IP_CB_1_1V2,ucmatn05,CB2/U5,UTa_CB3P4_LVR37_1V2,7,uccaen01,10.01,17,-1,1893,242304,242368,242431,527.009,1,-5.5,-0.5,-0.375,0,0,2,UTaX_1CB_S4.Chip2,2,UTa_CB1_DCB1.DataGbt_4,6/7/2008,uctell40_161_0,4x3,3,3,14,3,2,2,0
UTaX_1CB_S4.Chip3,3,4194688,0,0,0,0,0,0,3,UTaX_1CB_S4,UTaX_1CB_S4.Chip3,UTa_CB1_DCB1,UTSOL40:utsol40_03/Link01,UTSOL013,UTa_CB1_DCB1.DataGbt_4,uctell40_161_0,3,UCTEL161,4x3,0x3005,MARATON_IP_CB_1_1V2,ucmatn05,CB2/U5,UTa_CB3P4_LVR37_1V2,7,uccaen01,10.01,17,-1,1876,240128,240192,240255,525.961,1,-5.5,-0.5,-0.125,0,0,3,UTaX_1CB_S4.Chip3,3,UTa_CB1_DCB1.DataGbt_4,9/10/2011,uctell40_161_0,4x3,3,3,15,3,3,3,0
UTaX_1CB_S3.Chip0,4,4195328,0,0,0,0,1,0,0,UTaX_1CB_S3,UTaX_1CB_S3.Chip0,UTa_CB1_DCB1,UTSOL40:utsol40_03/Link01,UTSOL013,UTa_CB1_DCB1.DataGbt_3,uctell40_161_0,1,UCTEL161,4x3,0x3005,MARATON_IP_CB_2_1V2,ucmatn04,CB1/U5,UTa_CB4P16_LVR39_1V2,3,uccaen01,10.007,14,-1,1038,132864,132928,132991,344.806,1,-3.5,-0.5,-0.875,1,1,4,UTaX_1CB_S3.Chip0,0,UTa_CB1_DCB1.DataGbt_3,0-1-2,uctell40_161_0,4x3,1,1,4,1,0,0,0
UTaX_1CB_S3.Chip1,5,4195456,0,0,0,0,1,0,1,UTaX_1CB_S3,UTaX_1CB_S3.Chip1,UTa_CB1_DCB1,UTSOL40:utsol40_03/Link01,UTSOL013,UTa_CB1_DCB1.DataGbt_3,uctell40_161_0,1,UCTEL161,4x3,0x3005,MARATON_IP_CB_2_1V2,ucmatn04,CB1/U5,UTa_CB4P16_LVR39_1V2,3,uccaen01,10.007,14,-1,1010,129280,129344,129407,339.831,1,-3.5,-0.5,-0.625,1,1,5,UTaX_1CB_S3.Chip1,1,UTa_CB1_DCB1.DataGbt_3,3/4/2005,uctell40_161_0,4x3,1,1,5,1,1,1,0
UTaX_1CB_S3.Chip2,6,4195584,0,0,0,0,1,0,2,UTaX_1CB_S3,UTaX_1CB_S3.Chip2,UTa_CB1_DCB1,UTSOL40:utsol40_03/Link01,UTSOL013,UTa_CB1_DCB1.DataGbt_3,uctell40_161_0,1,UCTEL161,4x3,0x3005,MARATON_IP_CB_2_1V2,ucmatn04,CB1/U5,UTa_CB4P16_LVR39_1V2,3,uccaen01,10.007,14,-1,988,126464,126528,126591,336.496,1,-3.5,-0.5,-0.375,1,1,6,UTaX_1CB_S3.Chip2,2,UTa_CB1_DCB1.DataGbt_3,6/7/2008,uctell40_161_0,4x3,1,1,6,1,2,2,0
UTaX_1CB_S3.Chip3,7,4195712,0,0,0,0,1,0,3,UTaX_1CB_S3,UTaX_1CB_S3.Chip3,UTa_CB1_DCB1,UTSOL40:utsol40_03/Link01,UTSOL013,UTa_CB1_DCB1.DataGbt_3,uctell40_161_0,1,UCTEL161,4x3,0x3005,MARATON_IP_CB_2_1V2,ucmatn04,CB1/U5,UTa_CB4P16_LVR39_1V2,3,uccaen01,10.007,14,-1,972,124416,124480,124543,334.853,1,-3.5,-0.5,-0.125,1,1,7,UTaX_1CB_S3.Chip3,3,UTa_CB1_DCB1.DataGbt_3,9/10/2011,uctell40_161_0,4x3,1,1,7,1,3,3,0
UTaX_1CB_S2W.Chip0,8,4196352,0,0,0,0,2,0,0,UTaX_1CB_S2W,UTaX_1CB_S2W.Chip0,UTa_CB1_DCB2,UTSOL40:utsol40_03/Link02,UTSOL013,UTa_CB1_DCB2.DataGbt_4,uctell40_183_0,4,UCTEL183,2x4,0x3003,MARATON_IP_CB_4_1V2,ucmatn04,CB1/U7,UTa_CB4P8_LVR43_1V2,1,uccaen01,11.002,3,1,464,59392,59456,59519,168.761,1,-1.5,-0.5,-0.9375,1,1,12,UTaX_1CB_S2W.Chip0,0,UTa_CB1_DCB2.DataGbt_4,3-4-5-6,uctell40_183_0,2x4,4,4,8,4,0,0,0
UTaX_1CB_S2W.Chip1,9,4196480,0,0,0,0,2,0,1,UTaX_1CB_S2W,UTaX_1CB_S2W.Chip1,UTa_CB1_DCB2,UTSOL40:utsol40_03/Link02,UTSOL013,UTa_CB1_DCB2.DataGbt_4,uctell40_183_0,4,UCTEL183,2x4,0x3003,MARATON_IP_CB_4_1V2,ucmatn04,CB1/U7,UTa_CB4P8_LVR43_1V2,1,uccaen01,11.002,3,1,432,55296,55360,55423,162.775,1,-1.5,-0.5,-0.8125,1,1,13,UTaX_1CB_S2W.Chip1,1,UTa_CB1_DCB2.DataGbt_4,8-9-10-11,uctell40_183_0,2x4,4,4,9,4,1,1,0
UTaX_1CB_S2W.Chip2,10,4196608,0,0,0,0,2,0,2,UTaX_1CB_S2W,UTaX_1CB_S2W.Chip2,UTa_CB1_DCB2,UTSOL40:utsol40_03/Link02,UTSOL013,UTa_CB1_DCB2.DataGbt_5,uctell40_183_1,0,UCTEL183,2x4,0x3403,MARATON_IP_CB_4_1V2,ucmatn04,CB1/U7,UTa_CB4P8_LVR43_1V2,1,uccaen01,11.002,3,1,412,52736,52800,52863,157.472,1,-1.5,-0.5,-0.6875,1,1,14,UTaX_1CB_S2W.Chip2,2,UTa_CB1_DCB2.DataGbt_5,3-4-5-6,uctell40_183_1,2x4,0,5,0,0,0,2,0
UTaX_1CB_S2W.Chip3,11,4196736,0,0,0,0,2,0,3,UTaX_1CB_S2W,UTaX_1CB_S2W.Chip3,UTa_CB1_DCB2,UTSOL40:utsol40_03/Link02,UTSOL013,UTa_CB1_DCB2.DataGbt_5,uctell40_183_1,0,UCTEL183,2x4,0x3403,MARATON_IP_CB_4_1V2,ucmatn04,CB1/U7,UTa_CB4P8_LVR43_1V2,1,uccaen01,11.002,3,1,386,49408,49472,49535,152.923,1,-1.5,-0.5,-0.5625,1,1,15,UTaX_1CB_S2W.Chip3,3,UTa_CB1_DCB2.DataGbt_5,8-9-10-11,uctell40_183_1,2x4,0,5,1,0,1,3,0
UTaX_1CB_S2E.Chip0,12,4196864,0,0,0,0,2,0,0,UTaX_1CB_S2E,UTaX_1CB_S2E.Chip0,UTa_CB1_DCB0,UTSOL40:utsol40_03/Link00,UTSOL013,UTa_CB1_DCB0.DataGbt_4,uctell40_183_1,1,UCTEL183,2x4,0x3403,MARATON_IP_CB_4_1V2,ucmatn04,CB1/U7,UTa_CB4P8_LVR43_1V2,2,uccaen01,11.002,3,1,366,46848,46912,46975,149.177,1,-1.5,-0.5,-0.4375,1,1,8,UTaX_1CB_S2E.Chip0,4,UTa_CB1_DCB0.DataGbt_4,3-4-5-6,uctell40_183_1,2x4,1,6,2,1,0,4,0
UTaX_1CB_S2E.Chip1,13,4196992,0,0,0,0,2,0,1,UTaX_1CB_S2E,UTaX_1CB_S2E.Chip1,UTa_CB1_DCB0,UTSOL40:utsol40_03/Link00,UTSOL013,UTa_CB1_DCB0.DataGbt_4,uctell40_183_1,1,UCTEL183,2x4,0x3403,MARATON_IP_CB_4_1V2,ucmatn04,CB1/U7,UTa_CB4P8_LVR43_1V2,2,uccaen01,11.002,3,1,348,44544,44608,44671,146.344,1,-1.5,-0.5,-0.3125,1,1,9,UTaX_1CB_S2E.Chip1,5,UTa_CB1_DCB0.DataGbt_4,8-9-10-11,uctell40_183_1,2x4,1,6,3,1,1,5,0
UTaX_1CB_S2E.Chip2,14,4197120,0,0,0,0,2,0,2,UTaX_1CB_S2E,UTaX_1CB_S2E.Chip2,UTa_CB1_DCB0,UTSOL40:utsol40_03/Link00,UTSOL013,UTa_CB1_DCB0.DataGbt_5,uctell40_183_1,2,UCTEL183,2x4,0x3403,MARATON_IP_CB_4_1V2,ucmatn04,CB1/U7,UTa_CB4P8_LVR43_1V2,2,uccaen01,11.002,3,1,326,41728,41792,41855,144.45,1,-1.5,-0.5,-0.1875,1,1,10,UTaX_1CB_S2E.Chip2,6,UTa_CB1_DCB0.DataGbt_5,3-4-5-6,uctell40_183_1,2x4,2,7,4,2,0,6,0
UTaX_1CB_S2E.Chip3,15,4197248,0,0,0,0,2,0,3,UTaX_1CB_S2E,UTaX_1CB_S2E.Chip3,UTa_CB1_DCB0,UTSOL40:utsol40_03/Link00,UTSOL013,UTa_CB1_DCB0.DataGbt_5,uctell40_183_1,2,UCTEL183,2x4,0x3403,MARATON_IP_CB_4_1V2,ucmatn04,CB1/U7,UTa_CB4P8_LVR43_1V2,2,uccaen01,11.002,3,1,308,39424,39488,39551,143.532,1,-1.5,-0.5,-0.0625,1,1,11,UTaX_1CB_S2E.Chip3,7,UTa_CB1_DCB0.DataGbt_5,8-9-10-11,uctell40_183_1,2x4,2,7,5,2,1,7,0
UTaX_1CB_S1W.Chip0,16,4197376,0,0,0,0,3,0,0,UTaX_1CB_S1W,UTaX_1CB_S1W.Chip0,UTa_CB1_DCB0,UTSOL40:utsol40_03/Link00,UTSOL013,UTa_CB1_DCB0.DataGbt_2,uctell40_181_0,0,UCTEL181,2x5,0x3001,MARATON_IP_CB_4_1V2,ucmatn04,CB1/U7,UTa_CB4P7_LVR44_1V2,1,uccaen01,11,1,1,192,24576,24640,24703,92.0874,1,-0.25,-0.5,-0.9375,1,1,20,UTaX_1CB_S1W.Chip0,0,UTa_CB1_DCB0.DataGbt_2,2-3-4-5-6,uctell40_181_0,2x5,0,0,0,0,0,0,0
UTaX_1CB_S1W.Chip1,17,4197504,0,0,0,0,3,0,1,UTaX_1CB_S1W,UTaX_1CB_S1W.Chip1,UTa_CB1_DCB0,UTSOL40:utsol40_03/Link00,UTSOL013,UTa_CB1_DCB0.DataGbt_2,uctell40_181_0,0,UCTEL181,2x5,0x3001,MARATON_IP_CB_4_1V2,ucmatn04,CB1/U7,UTa_CB4P7_LVR44_1V2,1,uccaen01,11,1,1,144,18432,18496,18559,80.5917,1,-0.25,-0.5,-0.8125,1,1,21,UTaX_1CB_S1W.Chip1,1,UTa_CB1_DCB0.DataGbt_2,7-8-9-10-11,uctell40_181_0,2x5,0,0,1,0,1,1,0
UTaX_1CB_S1W.Chip2,18,4197632,0,0,0,0,3,0,2,UTaX_1CB_S1W,UTaX_1CB_S1W.Chip2,UTa_CB1_DCB0,UTSOL40:utsol40_03/Link00,UTSOL013,UTa_CB1_DCB0.DataGbt_3,uctell40_181_0,1,UCTEL181,2x5,0x3001,MARATON_IP_CB_4_1V2,ucmatn04,CB1/U7,UTa_CB4P7_LVR44_1V2,1,uccaen01,11,1,1,80,10240,10304,10367,69.257,1,-0.25,-0.5,-0.6875,1,1,22,UTaX_1CB_S1W.Chip2,2,UTa_CB1_DCB0.DataGbt_3,2-3-4-5-6,uctell40_181_0,2x5,1,1,2,1,0,2,0
UTaX_1CB_S1W.Chip3,19,4197760,0,0,0,0,3,0,3,UTaX_1CB_S1W,UTaX_1CB_S1W.Chip3,UTa_CB1_DCB0,UTSOL40:utsol40_03/Link00,UTSOL013,UTa_CB1_DCB0.DataGbt_3,uctell40_181_0,1,UCTEL181,2x5,0x3001,MARATON_IP_CB_4_1V2,ucmatn04,CB1/U7,UTa_CB4P7_LVR44_1V2,1,uccaen01,11,1,1,64,8192,8256,8319,58.1784,1,-0.25,-0.5,-0.5625,1,1,23,UTaX_1CB_S1W.Chip3,3,UTa_CB1_DCB0.DataGbt_3,7-8-9-10-11,uctell40_181_0,2x5,1,1,3,1,1,3,0
UTaX_1CB_S1E.Chip0,20,4197888,0,0,0,0,3,0,0,UTaX_1CB_S1E,UTaX_1CB_S1E.Chip0,UTa_CB1_DCB2,UTSOL40:utsol40_03/Link02,UTSOL013,UTa_CB1_DCB2.DataGbt_2,uctell40_181_0,2,UCTEL181,2x5,0x3001,MARATON_IP_CB_4_1V2,ucmatn04,CB1/U7,UTa_CB4P7_LVR44_1V2,2,uccaen01,11,1,1,48,6144,6208,6271,47.4702,1,-0.25,-0.5,-0.4375,1,1,16,UTaX_1CB_S1E.Chip0,4,UTa_CB1_DCB2.DataGbt_2,2-3-4-5-6,uctell40_181_0,2x5,2,2,4,2,0,4,0
UTaX_1CB_S1E.Chip1,21,4198016,0,0,0,0,3,0,1,UTaX_1CB_S1E,UTaX_1CB_S1E.Chip1,UTa_CB1_DCB2,UTSOL40:utsol40_03/Link02,UTSOL013,UTa_CB1_DCB2.DataGbt_2,uctell40_181_0,2,UCTEL181,2x5,0x3001,MARATON_IP_CB_4_1V2,ucmatn04,CB1/U7,UTa_CB4P7_LVR44_1V2,2,uccaen01,11,1,1,32,4096,4160,4223,37.6515,1,-0.25,-0.5,-0.3125,1,1,17,UTaX_1CB_S1E.Chip1,5,UTa_CB1_DCB2.DataGbt_2,7-8-9-10-11,uctell40_181_0,2x5,2,2,5,2,1,5,0
UTaX_1CB_S1E.Chip2,22,4198144,0,0,0,0,3,0,2,UTaX_1CB_S1E,UTaX_1CB_S1E.Chip2,UTa_CB1_DCB2,UTSOL40:utsol40_03/Link02,UTSOL013,UTa_CB1_DCB2.DataGbt_3,uctell40_181_0,3,UCTEL181,2x5,0x3001,MARATON_IP_CB_4_1V2,ucmatn04,CB1/U7,UTa_CB4P7_LVR44_1V2,2,uccaen01,11,1,1,16,2048,2112,2175,29.489,1,-0.25,-0.5,-0.1875,1,1,18,UTaX_1CB_S1E.Chip2,6,UTa_CB1_DCB2.DataGbt_3,2-3-4-5-6,uctell40_181_0,2x5,3,3,6,3,0,6,0
UTaX_1CB_S1E.Chip3,23,4198272,0,0,0,0,3,0,3,UTaX_1CB_S1E,UTaX_1CB_S1E.Chip3,UTa_CB1_DCB2,UTSOL40:utsol40_03/Link02,UTSOL013,UTa_CB1_DCB2.DataGbt_3,uctell40_181_0,3,UCTEL181,2x5,0x3001,MARATON_IP_CB_4_1V2,ucmatn04,CB1/U7,UTa_CB4P7_LVR44_1V2,2,uccaen01,11,1,1,0,0,64,127,24.6651,1,-0.25,-0.5,-0.0625,1,1,19,UTaX_1CB_S1E.Chip3,7,UTa_CB1_DCB2.DataGbt_3,7-8-9-10-11,uctell40_181_0,2x5,3,3,7,3,1,7,0
UTaX_1CT_M1W.Chip0,24,4198400,0,0,0,1,4,0,0,UTaX_1CT_M1W,UTaX_1CT_M1W.Chip0,UTa_CT1_DCB4,UTSOL40:utsol40_03/Link40,UTSOL013,UTa_CT1_DCB4.DataGbt_6,uctell40_162_0,0,UCTEL162,2x4,0x3010,MARATON_IP_CT_4_1V2,ucmatn03,CT3/U1,UTa_CT4P7_LVR44_1V2,5,uccaen01,05.001,2,1,96,12288,12352,12415,71.9623,-1,0.75,-0.5,-0.0625,1,1,28,UTaX_1CT_M1W.Chip0,0,UTa_CT1_DCB4.DataGbt_6,3-4-5-6,uctell40_162_0,2x4,0,0,0,0,0,0,0
UTaX_1CT_M1W.Chip1,25,4198528,0,0,0,1,4,0,1,UTaX_1CT_M1W,UTaX_1CT_M1W.Chip1,UTa_CT1_DCB4,UTSOL40:utsol40_03/Link40,UTSOL013,UTa_CT1_DCB4.DataGbt_6,uctell40_162_0,0,UCTEL162,2x4,0x3010,MARATON_IP_CT_4_1V2,ucmatn03,CT3/U1,UTa_CT4P7_LVR44_1V2,5,uccaen01,05.001,2,1,112,14336,14400,14463,73.7744,-1,0.75,-0.5,-0.1875,1,1,29,UTaX_1CT_M1W.Chip1,1,UTa_CT1_DCB4.DataGbt_6,8-9-10-11,uctell40_162_0,2x4,0,0,1,0,1,1,0
UTaX_1CT_M1W.Chip2,26,4198656,0,0,0,1,4,0,2,UTaX_1CT_M1W,UTaX_1CT_M1W.Chip2,UTa_CT1_DCB4,UTSOL40:utsol40_03/Link40,UTSOL013,UTa_CT1_DCB4.DataGbt_1,uctell40_162_0,1,UCTEL162,2x4,0x3010,MARATON_IP_CT_4_1V2,ucmatn03,CT3/U1,UTa_CT4P7_LVR44_1V2,5,uccaen01,05.001,2,1,128,16384,16448,16511,77.413,-1,0.75,-0.5,-0.3125,1,1,30,UTaX_1CT_M1W.Chip2,2,UTa_CT1_DCB4.DataGbt_1,3-4-5-6,uctell40_162_0,2x4,1,1,2,1,0,2,0
UTaX_1CT_M1W.Chip3,27,4198784,0,0,0,1,4,0,3,UTaX_1CT_M1W,UTaX_1CT_M1W.Chip3,UTa_CT1_DCB4,UTSOL40:utsol40_03/Link40,UTSOL013,UTa_CT1_DCB4.DataGbt_1,uctell40_162_0,1,UCTEL162,2x4,0x3010,MARATON_IP_CT_4_1V2,ucmatn03,CT3/U1,UTa_CT4P7_LVR44_1V2,5,uccaen01,05.001,2,1,160,20480,20544,20607,82.6384,-1,0.75,-0.5,-0.4375,1,1,31,UTaX_1CT_M1W.Chip3,3,UTa_CT1_DCB4.DataGbt_1,8-9-10-11,uctell40_162_0,2x4,1,1,3,1,1,3,0
UTaX_1CT_M1E.Chip0,28,4198912,0,0,0,1,4,0,0,UTaX_1CT_M1E,UTaX_1CT_M1E.Chip0,UTa_CT1_DCB3,UTSOL40:utsol40_03/Link39,UTSOL013,UTa_CT1_DCB3.DataGbt_6,uctell40_162_0,2,UCTEL162,2x4,0x3010,MARATON_IP_CT_4_1V2,ucmatn03,CT3/U1,UTa_CT4P7_LVR44_1V2,6,uccaen01,05.001,2,1,176,22528,22592,22655,89.2198,-1,0.75,-0.5,-0.5625,1,1,24,UTaX_1CT_M1E.Chip0,4,UTa_CT1_DCB3.DataGbt_6,3-4-5-6,uctell40_162_0,2x4,2,2,4,2,0,4,0
UTaX_1CT_M1E.Chip1,29,4199040,0,0,0,1,4,0,1,UTaX_1CT_M1E,UTaX_1CT_M1E.Chip1,UTa_CT1_DCB3,UTSOL40:utsol40_03/Link39,UTSOL013,UTa_CT1_DCB3.DataGbt_6,uctell40_162_0,2,UCTEL162,2x4,0x3010,MARATON_IP_CT_4_1V2,ucmatn03,CT3/U1,UTa_CT4P7_LVR44_1V2,6,uccaen01,05.001,2,1,208,26624,26688,26751,96.8061,-1,0.75,-0.5,-0.6875,1,1,25,UTaX_1CT_M1E.Chip1,5,UTa_CT1_DCB3.DataGbt_6,8-9-10-11,uctell40_162_0,2x4,2,2,5,2,1,5,0
UTaX_1CT_M1E.Chip2,30,4199168,0,0,0,1,4,0,2,UTaX_1CT_M1E,UTaX_1CT_M1E.Chip2,UTa_CT1_DCB3,UTSOL40:utsol40_03/Link39,UTSOL013,UTa_CT1_DCB3.DataGbt_1,uctell40_162_0,3,UCTEL162,2x4,0x3010,MARATON_IP_CT_4_1V2,ucmatn03,CT3/U1,UTa_CT4P7_LVR44_1V2,6,uccaen01,05.001,2,1,224,28672,28736,28799,105.211,-1,0.75,-0.5,-0.8125,1,1,26,UTaX_1CT_M1E.Chip2,6,UTa_CT1_DCB3.DataGbt_1,3-4-5-6,uctell40_162_0,2x4,3,3,6,3,0,6,0
UTaX_1CT_M1E.Chip3,31,4199296,0,0,0,1,4,0,3,UTaX_1CT_M1E,UTaX_1CT_M1E.Chip3,UTa_CT1_DCB3,UTSOL40:utsol40_03/Link39,UTSOL013,UTa_CT1_DCB3.DataGbt_1,uctell40_162_0,3,UCTEL162,2x4,0x3010,MARATON_IP_CT_4_1V2,ucmatn03,CT3/U1,UTa_CT4P7_LVR44_1V2,6,uccaen01,05.001,2,1,252,32256,32320,32383,114.253,-1,0.75,-0.5,-0.9375,1,1,27,UTaX_1CT_M1E.Chip3,7,UTa_CT1_DCB3.DataGbt_1,8-9-10-11,uctell40_162_0,2x4,3,3,7,3,1,7,0
UTaX_1CT_M2.Chip0,32,4199424,0,0,0,1,5,0,0,UTaX_1CT_M2,UTaX_1CT_M2.Chip0,UTa_CT1_DCB5,UTSOL40:utsol40_03/Link41,UTSOL013,UTa_CT1_DCB5.DataGbt_6,uctell40_153_0,0,UCTEL153,4x3,0x3012,MARATON_IP_CT_3_1V2,ucmatn02,CT2/U0,UTa_CT4P14_LVR41_1V2,4,uccaen01,05.008,9,-1,672,86016,86080,86143,239.354,-1,2.5,-0.5,-0.125,1,1,32,UTaX_1CT_M2.Chip0,4,UTa_CT1_DCB5.DataGbt_6,0-1-2,uctell40_153_0,4x3,0,0,0,0,0,0,0
UTaX_1CT_M2.Chip1,33,4199552,0,0,0,1,5,0,1,UTaX_1CT_M2,UTaX_1CT_M2.Chip1,UTa_CT1_DCB5,UTSOL40:utsol40_03/Link41,UTSOL013,UTa_CT1_DCB5.DataGbt_6,uctell40_153_0,0,UCTEL153,4x3,0x3012,MARATON_IP_CT_3_1V2,ucmatn02,CT2/U0,UTa_CT4P14_LVR41_1V2,4,uccaen01,05.008,9,-1,690,88320,88384,88447,241.647,-1,2.5,-0.5,-0.375,1,1,33,UTaX_1CT_M2.Chip1,5,UTa_CT1_DCB5.DataGbt_6,3/4/2005,uctell40_153_0,4x3,0,0,1,0,1,1,0
UTaX_1CT_M2.Chip2,34,4199680,0,0,0,1,5,0,2,UTaX_1CT_M2,UTaX_1CT_M2.Chip2,UTa_CT1_DCB5,UTSOL40:utsol40_03/Link41,UTSOL013,UTa_CT1_DCB5.DataGbt_6,uctell40_153_0,0,UCTEL153,4x3,0x3012,MARATON_IP_CT_3_1V2,ucmatn02,CT2/U0,UTa_CT4P14_LVR41_1V2,4,uccaen01,05.008,9,-1,708,90624,90688,90751,246.267,-1,2.5,-0.5,-0.625,1,1,34,UTaX_1CT_M2.Chip2,6,UTa_CT1_DCB5.DataGbt_6,6/7/2008,uctell40_153_0,4x3,0,0,2,0,2,2,0
UTaX_1CT_M2.Chip3,35,4199808,0,0,0,1,5,0,3,UTaX_1CT_M2,UTaX_1CT_M2.Chip3,UTa_CT1_DCB5,UTSOL40:utsol40_03/Link41,UTSOL013,UTa_CT1_DCB5.DataGbt_6,uctell40_153_0,0,UCTEL153,4x3,0x3012,MARATON_IP_CT_3_1V2,ucmatn02,CT2/U0,UTa_CT4P14_LVR41_1V2,4,uccaen01,05.008,9,-1,740,94720,94784,94847,253.087,-1,2.5,-0.5,-0.875,1,1,35,UTaX_1CT_M2.Chip3,7,UTa_CT1_DCB5.DataGbt_6,9/10/2011,uctell40_153_0,4x3,0,0,3,0,3,3,0
UTaX_1CT_M3.Chip0,36,4200448,0,0,0,1,6,0,0,UTaX_1CT_M3,UTaX_1CT_M3.Chip0,UTa_CT1_DCB5,UTSOL40:utsol40_03/Link41,UTSOL013,UTa_CT1_DCB5.DataGbt_1,uctell40_153_0,2,UCTEL153,4x3,0x3012,MARATON_IP_CT_2_1V2,ucmatn03,CT3/U5,UTa_CT4P16_LVR39_1V2,1,uccaen01,04.007,14,-1,1362,174336,174400,174463,430.397,-1,4.5,-0.5,-0.125,0,0,36,UTaX_1CT_M3.Chip0,0,UTa_CT1_DCB5.DataGbt_1,0-1-2,uctell40_153_0,4x3,2,2,8,2,0,0,0
UTaX_1CT_M3.Chip1,37,4200576,0,0,0,1,6,0,1,UTaX_1CT_M3,UTaX_1CT_M3.Chip1,UTa_CT1_DCB5,UTSOL40:utsol40_03/Link41,UTSOL013,UTa_CT1_DCB5.DataGbt_1,uctell40_153_0,2,UCTEL153,4x3,0x3012,MARATON_IP_CT_2_1V2,ucmatn03,CT3/U5,UTa_CT4P16_LVR39_1V2,1,uccaen01,04.007,14,-1,1386,177408,177472,177535,431.678,-1,4.5,-0.5,-0.375,0,0,37,UTaX_1CT_M3.Chip1,1,UTa_CT1_DCB5.DataGbt_1,3/4/2005,uctell40_153_0,4x3,2,2,9,2,1,1,0
UTaX_1CT_M3.Chip2,38,4200704,0,0,0,1,6,0,2,UTaX_1CT_M3,UTaX_1CT_M3.Chip2,UTa_CT1_DCB5,UTSOL40:utsol40_03/Link41,UTSOL013,UTa_CT1_DCB5.DataGbt_1,uctell40_153_0,2,UCTEL153,4x3,0x3012,MARATON_IP_CT_2_1V2,ucmatn03,CT3/U5,UTa_CT4P16_LVR39_1V2,1,uccaen01,04.007,14,-1,1414,180992,181056,181119,434.282,-1,4.5,-0.5,-0.625,0,0,38,UTaX_1CT_M3.Chip2,2,UTa_CT1_DCB5.DataGbt_1,6/7/2008,uctell40_153_0,4x3,2,2,10,2,2,2,0
UTaX_1CT_M3.Chip3,39,4200832,0,0,0,1,6,0,3,UTaX_1CT_M3,UTaX_1CT_M3.Chip3,UTa_CT1_DCB5,UTSOL40:utsol40_03/Link41,UTSOL013,UTa_CT1_DCB5.DataGbt_1,uctell40_153_0,2,UCTEL153,4x3,0x3012,MARATON_IP_CT_2_1V2,ucmatn03,CT3/U5,UTa_CT4P16_LVR39_1V2,1,uccaen01,04.007,14,-1,1440,184320,184384,184447,438.187,-1,4.5,-0.5,-0.875,0,0,39,UTaX_1CT_M3.Chip3,3,UTa_CT1_DCB5.DataGbt_1,9/10/2011,uctell40_153_0,4x3,2,2,11,2,3,3,0
